"","Sample_id","NO3_mean","NH4_mean","TIN_mean","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code_1","specimen_code","tissue_code","HISTO_0","HISTO_11","HISTO_12","HISTO_21","HISTO_22","HISTO_23","HISTO_24","HISTO_31","HISTO_41","HISTO_42","HISTO_43","HISTO_52","HISTO_71","HISTO_81","HISTO_82","HISTO_90","HISTO_95","species_index","species","decade","DevelopedOpenSpace","DevelopedLowIntensity","MediumDeveloped","HighDeveloped","PastureHay","CultivatedCrops","TotalAg","TotalPixels","TotalDeveloped","OtherLC","PercentUrban","PercentAg","spec_PercentUrban","spec_PercentAg","year_bin","endo_status_text"
"931","MO_AGPE_134",19.8160667419434,25.6962585449219,45.5123252868652,"JohnHKelloggSept.4/32;2152604","AGPE","ohnHKelloggSept.4/32;2152604","J. H. Kellogg","Kellogg","J.","J. Kellogg","J Kellogg","Shannon County, Missouri, USA","USA","Missouri","Shannon County","Shannon",NA,"Shaded banks",NA,NA,1932,9,4,"seed",4,4,1,1,"11/28/2023","SH/CO",1,NA,NA,NA,NA,"Scorer24","Collector436","County",-91.443469,37.2028249,"administrative_area_level_2","approximate","shannon county, mo, usa",37.422731,36.8838571,-91.0169,-91.6581109,"MO","AGPE",134,NA,0,273,0,7093,442,24,2,180,169047,4557,14817,3382,2581,13385,0,614,109,"2","A. perennans",1930,7093,442,24,2,13385,0,13385,216506,7561,90.3254413272611,3.49228196909093,6.18227670364794,NA,NA,"pre-1970","E+"
"932","MO_AGPE_148",20.131721496582,26.2263088226318,46.3580284118652,"PlRefearn,GPyrah,WWebber,LEMilligerandJTWitherspoon1071","AGPE","lRefearn,GPyrah,WWebber,LEMilligerandJTWitherspoon1071","P. L. Redfearn, G. Pyrah, W. Weber, L. E. Milliger","Milliger","P.","P. Milliger","P Milliger","Dent County, Missouri, USA","USA","Missouri","Dent County","Dent",NA,"Steep, north facing, wooded slope and ridge above Montauk Springs Branch",NA,NA,1969,9,13,"seed",5,4,1,1,"11/20/2023","DumariDeLeon",1,NA,NA,NA,NA,"Scorer9","Collector673","County",-91.443469,37.544666,"administrative_area_level_2","approximate","dent county, mo, usa",37.791405,37.4152769,-91.153345,-91.809105,"MO","AGPE",148,NA,0,55,0,5920,837,75,3,199,110535,5805,4195,1681,1135,85061,0,22,7,"2","A. perennans",1960,5920,837,75,3,85061,0,85061,215530,6835,57.3627801234167,3.1712522618661,39.4659676147172,NA,NA,"pre-1970","E+"
"933","BRIT_AGHY_474",19.8114128112793,23.6959648132324,43.5073776245117,"NLU0384143","AGHY","NLU0384143","Carole Crews","Crews","Carole","Carole Crews","C Crews","West Carroll Parish, Louisiana, United States","United States","Louisiana","West Carroll Parish","West Carroll",NA,"Woods beside La. Hwy. 17, 4.4 miles S. of Pioneer, La.",NA,NA,1973,4,29,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,152.342,NA,NA,NA,"Scorer19","Collector117","Parish",-91.4821482,32.7545792,"administrative_area_level_2","approximate","west carroll parish, la, usa",33.0061019,32.581956,-91.261484,-91.638883,"BRIT","AGHY",474,NA,0,249,0,8433,2576,186,27,14,92,4595,840,185,19,43,173269,36953,893,"1","A. hyemalis",1970,8433,2576,186,27,43,173269,173312,228374,11222,19.1965810468792,4.91386935465508,75.8895495984657,NA,NA,"post-1970","E-"
"934","BRIT_AGHY_475_a",19.8114128112793,23.6959648132324,43.5073776245117,"NLU0384142","AGHY","NLU0384142","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","West Carroll Parish, Louisiana, United States","United States","Louisiana","West Carroll Parish","West Carroll",NA,"Roadside of La. 585 beside pasture 1.1 miles west of La. 17 and Kilbourne; Sec. 10, T23N, R11E.",NA,NA,1992,4,30,"seed",6,0,0,0,"12/12/2019","LaniDufresne",1,173.589,NA,NA,NA,"Scorer19","Collector766","Parish",-91.4821482,32.7545792,"administrative_area_level_2","approximate","west carroll parish, la, usa",33.0061019,32.581956,-91.261484,-91.638883,"BRIT","AGHY",475,"a",0,249,0,8433,2576,186,27,14,92,4595,840,185,19,43,173269,36953,893,"1","A. hyemalis",1990,8433,2576,186,27,43,173269,173312,228374,11222,19.1965810468792,4.91386935465508,75.8895495984657,4.10072950511004,79.7428779107955,"post-1970","E-"
"935","BRIT_AGHY_476",19.8114128112793,23.6959648132324,43.5073776245117,"NLU0384141","AGHY","NLU0384141","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","West Carroll Parish, Louisiana, United States","United States","Louisiana","West Carroll Parish","West Carroll",NA,"Roadbank and edge of woods beside Bayou Macon at jct. of La. 134 and La. 577, Secs. 23 & 24, T19N, R10E.",NA,NA,1973,6,1,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector766","Parish",-91.4821482,32.7545792,"administrative_area_level_2","approximate","west carroll parish, la, usa",33.0061019,32.581956,-91.261484,-91.638883,"BRIT","AGHY",476,NA,0,249,0,8433,2576,186,27,14,92,4595,840,185,19,43,173269,36953,893,"1","A. hyemalis",1970,8433,2576,186,27,43,173269,173312,228374,11222,19.1965810468792,4.91386935465508,75.8895495984657,NA,NA,"post-1970","E+"
"936","BRIT_ELVI_381",19.4021816253662,22.856258392334,42.2584419250488,"NLU0399591","ELVI","NLU0399591","Nancy Dawson, David Dawson","Dawson","Nancy","Nancy Dawson","N Dawson","Delhi, Richland Parish, Louisiana, USA","USA","Louisiana","Richland Parish","Richland","Delhi","Roadside of U.S. 80, 4 miles west of Delhi. Sec. 17, T17N, R9E.",NA,NA,1978,7,15,"seed",4,0,0,0,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector625","Parish",-91.4931736,32.4576421,"locality","approximate","delhi, la, usa",32.471221,32.4349491,-91.471765,-91.5069829,"BRIT","ELVI",381,NA,0,12820,0,9777,5023,1870,379,256,147,3023,1012,243,18,156,139807,52308,2278,"3","E. virginicus",1970,9777,5023,1870,379,156,139807,139963,229117,17049,31.4708205851159,7.44117634221817,61.0880030726659,NA,NA,"post-1970","E-"
"937","MO_ELVI_53",18.2731037139893,29.0158157348633,47.2889213562012,"B.ShimeckAug20-21,1915","ELVI",".ShimeckAug20-21,1915","B.Shimeck","B.Shimeck","B.Shimeck","B.Shimeck B.Shimeck","B B.Shimeck","Iowa City, Johnson County, Iowa, USA","USA","Iowa","Johnson County","Johnson","Iowa City","Prairie along R.R, E. of Iowa City, Iowa",NA,NA,1915,8,21,"seed",4,2,1,1,"5/26/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector61","County",-91.5346169,41.6578257,"locality","approximate","iowa city, ia, usa",41.69662,41.59857,-91.463047,-91.618424,"MO","ELVI",53,NA,0,5546,0,18940,27422,18948,7748,997,22109,73,5660,9,7654,26964,52034,6541,2647,"3","E. virginicus",1910,18940,27422,18948,7748,26964,52034,78998,203292,73058,25.2031560513941,35.9374692560455,38.8593746925605,NA,NA,"pre-1970","E+"
"938","BRIT_ELVI_154",18.5893688201904,28.7500267028809,47.3393936157227,"BLWagenknecht","ELVI","BLWagenknecht","B. L. Wagenknecht","Wagenknecht","B.","B. Wagenknecht","B Wagenknecht","Crawfordsville, Washington County, Iowa, USA","USA","Iowa","Washington County","Washington","Crawfordsville","Roadside 4 miles west of Crawford Marion Township Section 24",NA,NA,1953,9,10,"seed",1,1,1,1,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector102","County",-91.5387401,41.2139905,"locality","approximate","crawfordsville, ia 52621, usa",41.218131,41.21029,-91.529042,-91.543596,"BRIT","ELVI",154,NA,0,429,0,4403,5692,1811,151,20,12469,232,1439,2,5841,30270,136389,4198,1316,"3","E. virginicus",1950,4403,5692,1811,151,30270,136389,166659,204662,12057,12.6774877603072,5.89117667178079,81.431335567912,NA,NA,"pre-1970","E+"
"939","BRIT_ELVI_114",18.1671237945557,22.4383735656738,40.6054954528809,"EtlarLNielsen4191","ELVI","EtlarLNielsen4191","Etlar L. Nielsen","Nielsen","Etlar","Etlar Nielsen","E Nielsen","Stuttgart, Arkansas County, Arkansas, USA","USA","Arkansas","Arkansas County","Arkansas","Stuttgart","Roadside, Just west of the Rice Exp St. , U/A",NA,NA,1936,7,17,"seed",3,3,1,1,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector260","County",-91.5580953,34.4940567,"locality","approximate","stuttgart, ar 72160, usa",34.537876,34.464529,-91.52246,-91.5729281,"BRIT","ELVI",114,NA,0,6288,0,9046,7885,5030,2554,545,108,174,79,0,6,9,175030,16913,229,"3","E. virginicus",1930,9046,7885,5030,2554,9,175030,175039,223896,24515,10.872012005574,10.9492800228678,78.1787079715582,NA,NA,"pre-1970","E+"
"940","BRIT_ELVI_89",19.7071266174316,25.4320850372314,45.1392097473145,"BFBush8657","ELVI","BFBush8657","B. F. Bush","Bush","B.","B. Bush","B Bush","Monteer, Shannon County, Missouri, USA","USA","Missouri","Shannon County","Shannon","Monteer","Rocky woods",NA,NA,1918,8,29,"seed",3,3,1,1,"09/13/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector67","County",-91.5754179,36.9869985,"locality","approximate","montier, mo, usa",36.989594,36.974181,-91.565956,-91.584184,"BRIT","ELVI",89,NA,0,244,0,8241,1114,162,29,80,107742,3544,9130,970,1780,83700,2,278,73,"3","E. virginicus",1910,8241,1114,162,29,83700,2,83702,217089,9546,57.0461884296302,4.39727485040698,38.5565367199628,NA,NA,"pre-1970","E+"
"941","BRIT_AGHY_34_a",18.7898979187012,23.4335403442383,42.2234382629395,"DelzieDemaree57938","AGHY","DelzieDemaree57938","Delzie Demaree","Demaree","Delzie","Delzie Demaree","D Demaree","Hazen, Prairie County, Arkansas, USA","USA","Arkansas","Prairie County","Prairie","Hazen","Rice prairies. Never plowed. River terraces.",NA,NA,1968,5,22,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector188","County",-91.5811644,34.780313,"locality","approximate","hazen, ar, usa",34.8358259,34.7735889,-91.474592,-91.697169,"BRIT","AGHY",34,"a",0,4024,0,8978,3403,1100,338,173,13609,3836,5454,39,21,5552,143451,32950,208,"1","A. hyemalis",1960,8978,3403,1100,338,5552,143451,149003,223136,13819,27.0301520149147,6.19308403843396,66.7767639466514,NA,NA,"pre-1970","E-"
"942","BRIT_AGHY_11",18.7898979187012,23.4335403442383,42.2234382629395,"DelzieDemaree57938","AGHY","DelzieDemaree57938","Delzie Demaree","Demaree","Delzie","Delzie Demaree","D Demaree","Hazen, Pairie County, Arkansas, USA","USA","Arkansas","Pairie County","Pairie","Hazen","Rice prairies. Never plowed. River terraces.",NA,NA,1968,5,22,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector188","County",-91.5811644,34.780313,"locality","approximate","hazen, ar, usa",34.8358259,34.7735889,-91.474592,-91.697169,"BRIT","AGHY",11,NA,0,4024,0,8978,3403,1100,338,173,13609,3836,5454,39,21,5552,143451,32950,208,"1","A. hyemalis",1960,8978,3403,1100,338,5552,143451,149003,223136,13819,27.0301520149147,6.19308403843396,66.7767639466514,NA,NA,"pre-1970","E-"
"943","MO_AGHY_171",18.4627895355225,27.19655418396,45.6593437194824,"MLConrad&DKangas9777","AGHY","LConrad&DKangas9777","M. Conrad","Conrad","M.","M. Conrad","M Conrad","Wayland, Clark County, Missouri, USA","USA","Missouri","Clark County","Clark","Wayland","Rose Pond area, about 5.7 mi SE of Wayland",NA,NA,1982,6,2,"seed",5,0,1,0,"5/24/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector585","County",-91.5832149,40.3944871,"locality","approximate","wayland, mo 63472, usa",40.401908,40.389668,-91.5637979,-91.588022,"MO","AGHY",171,NA,0,3484,0,4617,3763,663,48,74,51562,407,1002,146,1935,27279,101296,9049,1837,"1","A. hyemalis",1980,4617,3763,663,48,27279,101296,128575,207162,9091,33.5466929263089,4.38835307633639,62.0649539973547,NA,NA,"post-1970","E+"
"944","LSU_AGHY_35",20.2999687194824,22.0893058776855,42.389274597168,"LSU00004695","AGHY","LSU00004695","Maude Chaney","Chaney","Maude","Maude Chaney","M Chaney","Pointe Coupee Parish, Louisiana, United States","United States","Louisiana","Pointe Coupee Parish","Pointe Coupee",NA,"Bergeron's field; Dupont, La.",NA,NA,1933,4,15,"seed",4,2,1,1,"3/2/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector583","Parish",-91.5983959,30.6102166,"administrative_area_level_2","approximate","pointe coupee parish, la, usa",31.020012,30.4825899,-91.309752,-91.823072,"LSU","AGHY",35,NA,0,420,0,5347,4923,561,107,6,653,13,601,199,484,32335,67406,113884,6663,"1","A. hyemalis",1930,5347,4923,561,107,32335,67406,99741,233602,10938,52.6206967406101,4.68232292531742,42.6969803340725,NA,NA,"pre-1970","E+"
"945","LSU_ELVI_73",20.2198905944824,23.4053325653076,43.6252212524414,"NLU0399522","ELVI","NLU0399522","Gary F. Joye","Joye","Gary","Gary Joye","G Joye","Franklin Parish, Louisiana, United States","United States","Louisiana","Franklin Parish","Franklin",NA,NA,NA,NA,1981,5,31,"seed",5,0,0,0,"11/20/21","AvaJohnson",1,NA,NA,NA,NA,"Scorer2","Collector332","Parish",-91.5983959,32.0737103,"administrative_area_level_2","approximate","franklin parish, la, usa",32.405769,31.8718961,-91.4505699,-91.933229,"LSU","ELVI",73,NA,0,3235,0,4907,3093,716,41,99,169,420,668,22,18,74,182504,33275,832,"3","E. virginicus",1980,4907,3093,716,41,74,182504,182578,230073,8757,16.8372646942492,3.80618325487997,79.3565520508708,NA,NA,"post-1970","E-"
"946","BRIT_AGHY_284",19.9567527770996,24.9223575592041,44.8791122436523,"BRIT255516","AGHY","BRIT255516","D. Demaree","Demaree","D.","D. Demaree","D Demaree","Independence County, Arkansas, United States","United States","Arkansas","Independence County","Independence",NA,"Ramsey Mountain, P.O Batesville.",NA,NA,1965,5,26,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,159.45,NA,NA,NA,"Scorer19","Collector188","County",-91.5983959,35.8174139,"administrative_area_level_2","approximate","independence county, ar, usa",35.942849,35.5263331,-91.19765,-91.871023,"BRIT","AGHY",284,NA,0,2078,0,11904,9243,3281,2157,1394,109261,1013,15365,76,805,59811,2038,1871,45,"1","A. hyemalis",1960,11904,9243,3281,2157,59811,2038,61849,220342,26585,59.8651187699122,12.0653347977235,28.0695464323642,NA,NA,"pre-1970","E+"
"947","KANU_AGHY_25",19.9567527770996,24.9223575592041,44.8791122436523,"KANU00169696","AGHY","KANU00169696","Delzie Demaree","Demaree","Delzie","Delzie Demaree","D Demaree","Independence County, Arkansas, United States","United States","Arkansas","Independence County","Independence",NA,"Batesville",35.7698,-91.64097,1965,5,19,"seed",5,0,0,0,"8/1/22","EmilyChong",1,NA,NA,NA,NA,"Scorer11","Collector188","County",-91.5983959,35.8174139,"administrative_area_level_2","approximate","independence county, ar, usa",35.942849,35.5263331,-91.19765,-91.871023,"KANU","AGHY",25,NA,0,2078,0,11904,9243,3281,2157,1394,109261,1013,15365,76,805,59811,2038,1871,45,"1","A. hyemalis",1960,11904,9243,3281,2157,59811,2038,61849,220342,26585,59.8651187699122,12.0653347977235,28.0695464323642,NA,NA,"pre-1970","E-"
"948","AM_ELVI_8",19.9567527770996,24.9223575592041,44.8791122436523,"TAES202402","ELVI","TAES202402","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Independence County, Arkansas, United States","United States","Arkansas","Independence County","Independence",NA,NA,NA,NA,1969,7,17,"seed",1,0,0,0,"02/18/2020","BellaGutierrez",1,NA,NA,NA,NA,"Scorer3","Collector766","County",-91.5983959,35.8174139,"administrative_area_level_2","approximate","independence county, ar, usa",35.942849,35.5263331,-91.19765,-91.871023,"AM","ELVI",8,NA,0,2078,0,11904,9243,3281,2157,1394,109261,1013,15365,76,805,59811,2038,1871,45,"3","E. virginicus",1960,11904,9243,3281,2157,59811,2038,61849,220342,26585,59.8651187699122,12.0653347977235,28.0695464323642,NA,NA,"pre-1970","E-"
"949","BRIT_AGHY_282",19.9567527770996,24.9223575592041,44.8791122436523,"BRIT255514","AGHY","BRIT255514","D. Demaree","Demaree","D.","D. Demaree","D Demaree","Independence County, Arkansas, United States","United States","Arkansas","Independence County","Independence",NA,"Ramsey Mountain, P.O. Batesville.",NA,NA,1965,5,26,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,199.249,NA,NA,NA,"Scorer19","Collector188","County",-91.5983959,35.8174139,"administrative_area_level_2","approximate","independence county, ar, usa",35.942849,35.5263331,-91.19765,-91.871023,"BRIT","AGHY",282,NA,0,2078,0,11904,9243,3281,2157,1394,109261,1013,15365,76,805,59811,2038,1871,45,"1","A. hyemalis",1960,11904,9243,3281,2157,59811,2038,61849,220342,26585,59.8651187699122,12.0653347977235,28.0695464323642,NA,NA,"pre-1970","E+"
"950","AM_AGHY_85",18.0560932159424,25.0920810699463,43.1481742858887,"TAES168723","AGHY","TAES168723","Jarvis Hudson","Hudson","Jarvis","Jarvis Hudson","J Hudson","Ralls County, Missouri, United States","United States","Missouri","Ralls County","Ralls",NA,NA,NA,NA,1974,6,1,"seed",5,2,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector429","County",-91.5983959,39.5582351,"administrative_area_level_2","approximate","ralls county, mo, usa",39.686492,39.318716,-91.178012,-91.718467,"AM","AGHY",85,NA,0,9881,0,4700,4065,753,122,206,67745,226,4116,536,759,54479,58057,3592,448,"1","A. hyemalis",1970,4700,4065,753,122,54479,58057,112536,209685,9640,41.7335527100174,4.59737224884946,53.6690750411331,NA,NA,"post-1970","E+"
"951","BRIT_ELVI_179",18.0560932159424,25.0920810699463,43.1481742858887,"RevJohnDavis7110","ELVI","RevJohnDavis7110","Rev. John Davis","Davis","Rev.","Rev. Davis","R Davis","Oakwood, Ralls County, Missouri, USA","USA","Missouri","Ralls County","Ralls","Oakwood","near Oakwood, dry woods",NA,NA,1918,10,7,"seed",4,3,1,1,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector696","County",-91.5983959,39.5582351,"administrative_area_level_2","approximate","ralls county, mo, usa",39.686492,39.318716,-91.178012,-91.718467,"BRIT","ELVI",179,NA,0,9881,0,4700,4065,753,122,206,67745,226,4116,536,759,54479,58057,3592,448,"3","E. virginicus",1910,4700,4065,753,122,54479,58057,112536,209685,9640,41.7335527100174,4.59737224884946,53.6690750411331,NA,NA,"pre-1970","E+"
"952","BRIT_AGHY_66",18.2780418395996,29.0895195007324,47.367561340332,"RobertFThorne17380","AGHY","RobertFThorne17380","Robert F. Thorne","Thorne","Robert","Robert Thorne","R Thorne","Cedar, Johnson County, Iowa, USA","USA","Iowa","Johnson County","Johnson","Cedar","Sandy pastured bottomland along W side Cedar River, N 1/2 Sec. 11,",NA,NA,1955,6,10,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector768","County",-91.5983959,41.6698982,"administrative_area_level_2","approximate","johnson county, ia, usa",41.8620911,41.423178,-91.3658969,-91.8341849,"BRIT","AGHY",66,NA,0,2540,0,16214,21044,16552,7060,1884,17811,60,4032,55,9118,32858,67866,5469,692,"1","A. hyemalis",1950,16214,21044,16552,7060,32858,67866,100724,203255,60870,20.4969127450739,29.9476027649996,49.5554844899264,NA,NA,"pre-1970","E+"
"953","BRIT_AGHY_286",19.8915557861328,24.8408069610596,44.7323608398438,"BRIT255518","AGHY","BRIT255518","Delzie Demaree","Demaree","Delzie","Delzie Demaree","D Demaree","Batesville, Independence County, Arkansas, United States","United States","Arkansas","Independence County","Independence","Batesville","Ramsey Mountain.",NA,NA,1965,5,19,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,211.112,NA,NA,NA,"Scorer19","Collector188","County",-91.6409431,35.7696862,"locality","approximate","batesville, ar 72501, usa",35.803704,35.7376489,-91.57579,-91.669634,"BRIT","AGHY",286,NA,0,4423,0,13827,12240,4425,2680,1657,78795,1263,21638,98,920,57566,15428,5317,194,"1","A. hyemalis",1960,13827,12240,4425,2680,57566,15428,72994,220471,33172,51.8458209923301,15.045969764731,33.108209242939,NA,NA,"pre-1970","E-"
"954","BRIT_AGHY_285",19.8915557861328,24.8408069610596,44.7323608398438,"BRIT255517","AGHY","BRIT255517","D. Demaree","Demaree","D.","D. Demaree","D Demaree","Batesville, Independence County, Arkansas, United States","United States","Arkansas","Independence County","Independence","Batesville","Ramsey Mountain, P.O Batesville.",NA,NA,1965,5,26,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,127.765,NA,NA,NA,"Scorer19","Collector188","County",-91.6409431,35.7696862,"locality","approximate","batesville, ar 72501, usa",35.803704,35.7376489,-91.57579,-91.669634,"BRIT","AGHY",285,NA,0,4423,0,13827,12240,4425,2680,1657,78795,1263,21638,98,920,57566,15428,5317,194,"1","A. hyemalis",1960,13827,12240,4425,2680,57566,15428,72994,220471,33172,51.8458209923301,15.045969764731,33.108209242939,NA,NA,"pre-1970","E+"
"955","BRIT_AGHY_24",19.8915557861328,24.8408069610596,44.7323608398438,"DelzieDemaree52275","AGHY","DelzieDemaree52275","Delzie Demaree","Demaree","Delzie","Delzie Demaree","D Demaree","Batesville, Independence County, Arkansas, USA","USA","Arkansas","Independence County","Independence","Batesville","Open flat woods. Ramsey Mountain.",NA,NA,1965,5,19,"seed",5,0,1,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector188","County",-91.6409431,35.7696862,"locality","approximate","batesville, ar 72501, usa",35.803704,35.7376489,-91.57579,-91.669634,"BRIT","AGHY",24,NA,0,4423,0,13827,12240,4425,2680,1657,78795,1263,21638,98,920,57566,15428,5317,194,"1","A. hyemalis",1960,13827,12240,4425,2680,57566,15428,72994,220471,33172,51.8458209923301,15.045969764731,33.108209242939,NA,NA,"pre-1970","E+"
"956","BRIT_AGHY_283",19.8915557861328,24.8408069610596,44.7323608398438,"BRIT255515","AGHY","BRIT255515","D. Demaree","Demaree","D.","D. Demaree","D Demaree","Batesville, Independence County, Arkansas, United States","United States","Arkansas","Independence County","Independence","Batesville","Flat open oak-hickory wood, Ramsey Mountain, P.O. Batesville, el. 480.",NA,NA,1965,5,26,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,194.364,NA,NA,NA,"Scorer19","Collector188","County",-91.6409431,35.7696862,"locality","approximate","batesville, ar 72501, usa",35.803704,35.7376489,-91.57579,-91.669634,"BRIT","AGHY",283,NA,0,4423,0,13827,12240,4425,2680,1657,78795,1263,21638,98,920,57566,15428,5317,194,"1","A. hyemalis",1960,13827,12240,4425,2680,57566,15428,72994,220471,33172,51.8458209923301,15.045969764731,33.108209242939,NA,NA,"pre-1970","E+"
"957","BRIT_AGHY_281",19.8915557861328,24.8408069610596,44.7323608398438,"BRIT255513","AGHY","BRIT255513","D. Demaree","Demaree","D.","D. Demaree","D Demaree","Batesville, Independence County, Arkansas, United States","United States","Arkansas","Independence County","Independence","Batesville","Ramsey Mountain, P.O. Batesville.",NA,NA,1965,5,26,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,72.851,NA,NA,NA,"Scorer19","Collector188","County",-91.6409431,35.7696862,"locality","approximate","batesville, ar 72501, usa",35.803704,35.7376489,-91.57579,-91.669634,"BRIT","AGHY",281,NA,0,4423,0,13827,12240,4425,2680,1657,78795,1263,21638,98,920,57566,15428,5317,194,"1","A. hyemalis",1960,13827,12240,4425,2680,57566,15428,72994,220471,33172,51.8458209923301,15.045969764731,33.108209242939,NA,NA,"pre-1970","E+"
"958","OKLA_AGHY_36",18.6526775360107,25.2701301574707,43.9228057861328,"OKLA89588","AGHY","OKLA89588","R. E. Gereau","Gereau","R.","R. Gereau","R Gereau","Laddonia, Audrain County, Missouri, USA","USA","Missouri","Audrain County","Audrain","Laddonia","About 8mi. SE of Laddonia on west side of gravel road near south bank of Cuivre River, 0.8mi N of intersection with State Rd. BB. Occasional on crumbling clay bank of ditch.",NA,NA,1984,6,16,"seed",4,1,1,0,"8/4/22","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector705","County",-91.6454385,39.24254,"locality","approximate","laddonia, mo 63352, usa",39.2516151,39.2351309,-91.6358379,-91.6579771,"OKLA","AGHY",36,NA,0,1165,0,4972,3524,825,151,93,6191,0,956,10,165,21278,165566,5434,285,"1","A. hyemalis",1980,4972,3524,825,151,21278,165566,186844,210615,9472,6.7891650642167,4.49730551005389,88.7135294257294,NA,NA,"post-1970","E+"
"959","OKL_AGHY_86",20.0224494934082,25.0094242095947,45.0318756103516,"OKL188579;;PhiliipEHyatt4022.73","AGHY","OKL188579","Philip E. Hyatt","Hyatt","Philip","Philip Hyatt","P Hyatt","Sunnydale, White County, Arkansas, USA","USA","Arkansas","White County","White","Sunnydale","Common in fine sandy lawn at roadside; 1.2 mi. W. of Sunnydale on State Hwy 124, at Philadelphia Cemetery. SW 1/4 S35, T10N, R7W",NA,NA,1991,5,26,"seed",4,1,1,1,"8/17/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector661","County",-91.6718929,35.4118634,"route","geometric_center","sunny dale rd, arkansas, usa",35.5333512,35.2831206,-91.6273966,-91.6966084,"OKL","AGHY",86,NA,0,1738,0,6946,2065,242,73,1396,62806,10442,47489,347,1063,85339,33,1434,31,"1","A. hyemalis",1990,6946,2065,242,73,85339,33,85372,221444,9326,57.2361409656618,4.21144849262116,38.5524105417171,3.88043929842308,40.3826701107278,"post-1970","E+"
"960","OKLA_AGHY_44",18.639518737793,23.7717208862305,42.4112396240234,"OKLA08920","AGHY","OKLA08920","D. M. Moore","Moore","D.","D. Moore","D Moore","Grady, Lincoln County, Arkansas, USA","USA","Arkansas","Lincoln County","Lincoln","Grady","Grady.",NA,NA,1931,5,4,"seed",2,2,0,0,"8/9/22","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector212","County",-91.6999484,34.0802475,"locality","approximate","grady, ar, usa",34.0922859,34.0506281,-91.6828661,-91.722436,"OKLA","AGHY",44,NA,0,2842,0,5493,1787,769,63,32,825,194,306,11,6,53,189457,22247,889,"1","A. hyemalis",1930,5493,1787,769,63,53,189457,189510,224974,8112,12.1578493514806,3.60574999777752,84.2364006507419,NA,NA,"pre-1970","E-"
"961","LL_AGHY_175",18.639518737793,23.7717208862305,42.4112396240234,"DMMoore31371","AGHY","DMMoore31371","D. M. Moore","Moore","D.","D. Moore","D Moore","Grady, Lincoln County, Arkansas, USA","USA","Arkansas","Lincoln County","Lincoln","Grady",NA,NA,NA,1931,5,4,"stem",NA,NA,0,0,NA,"JFWhite",1,NA,NA,NA,NA,"Scorer15","Collector212","County",-91.6999484,34.0802475,"locality","approximate","grady, ar, usa",34.0922859,34.0506281,-91.6828661,-91.722436,"LL","AGHY",175,NA,0,2842,0,5493,1787,769,63,32,825,194,306,11,6,53,189457,22247,889,"1","A. hyemalis",1930,5493,1787,769,63,53,189457,189510,224974,8112,12.1578493514806,3.60574999777752,84.2364006507419,NA,NA,"pre-1970","E-"
