"","Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","lon","lat","type","loctype","address","north","south","east","west","Herb_code","spp_code_1","specimen_code","tissue_code","HISTO_11","HISTO_12","HISTO_21","HISTO_22","HISTO_23","HISTO_24","HISTO_31","HISTO_41","HISTO_42","HISTO_43","HISTO_52","HISTO_71","HISTO_81","HISTO_82","HISTO_90","HISTO_95","HISTO_NODATA","file_year"
"334","KANU_AGHY_5","KANU00329287","AGHY","KANU00329287","Steven B Rolfsmeier","Rolfsmeier","Steven","Steven Rolfsmeier","S Rolfsmeier","Franklin County, Nebraska, United States","United States","Nebraska","Franklin County","Franklin",NA,"Hildreth, 4 mi S, 1.5 mi E",40.27961,-99.02581,1999,6,19,"seed",5,0,0,0,"7/22/22","EmilyChong",1,NA,NA,NA,NA,"Scorer11","Collector818","County",-98.9245343,40.2089857,"administrative_area_level_2","approximate","franklin county, ne, usa",40.3506811,40.001975,-98.7259009,-99.179478,"KANU","AGHY",5,NA,538,0,6086,1074,82,2,1007,98,0,0,0,84349,0,110448,641,3401,0,1999
"335","KANU_ELVI_42","KANU00325609","ELVI","KANU00325609","Caleb A Morse","Morse","Caleb","Caleb Morse","C Morse","Chase County, Kansas, United States","United States","Kansas","Chase County","Chase",NA,"Jct 240th Road & Hwy 177 in Cottonwood Falls, 0.5 mi S, 3.0 mi W",38.3666667,-96.5916667,1999,7,17,"seed",3,2,1,1,"8/25/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector149","County",-96.5783387,38.3007661,"administrative_area_level_2","approximate","chase county, ks, usa",38.522473,38.085554,-96.35362,-96.841274,"KANU","ELVI",42,NA,1294,0,3291,2705,156,8,12,7177,0,0,0,181415,1693,14544,1043,21,0,1999
"336","LL_AGHY_71","LL00312224","AGHY","00312224","William R. Carr","Carr","William","William Carr","W Carr","Brazoria County, Texas, United States","United States","Texas","Brazoria County","Brazoria",NA,"Ca. 500 ft. SW of NW-SE road, ca. 2.2 mi. SE of its jct. with main N-S road between Cow Patty Jct. and Halls Bayou Rd., ca. 1.4-1.5 airmiles N of top of Rattlesnake Mound. IP Farms property. Sea Isle Quadrangle.",29.22444,-95.10556,1999,3,30,"seed",5,2,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885","County",-95.4777811,29.2131857,"administrative_area_level_2","approximate","brazoria county, tx, usa",29.599116,28.7648371,-95.0561391,-95.8740279,"LL","AGHY",71,NA,6428,0,13404,12168,5018,1076,15,2143,1576,20149,27,28,114892,8492,46154,5269,0,1999
"337","LSU_AGHY_57","LSU00137322","AGHY","LSU00137322","Brenda J. Herring","Herring","Brenda","Brenda Herring","B Herring","Santa Rosa County, Florida, United States","United States","Florida","Santa Rosa County","Santa Rosa",NA,"Eglin Air Force Base. Harold S.E. 7.5' Topographic Quadrangle. North of Range A-77 and W. of Range B-70. Ca. 1.1 mile S. of intersection of RR 718 and RR 747 and ca. 0.5 mile E. of RR 747.",NA,NA,1999,4,19,"seed",6,1,1,0,"3/8/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector77","County",-86.9824288,30.7689907,"administrative_area_level_2","approximate","santa rosa county, fl, usa",30.999547,30.3183187,-86.785692,-87.3139079,"LSU","AGHY",57,NA,601,0,15849,2608,1418,1440,341,22,110289,587,22141,19735,9047,21145,27881,124,0,1999
"338","LSU_ELVI_34","LSU00055781","ELVI","LSU00055781","Cory T. Everton","Everton","Cory","Cory Everton","C Everton","Saint James Parish, Louisiana, United States","United States","Louisiana","Saint James Parish","Saint James",NA,"St. James Parish Boat Club off La. 61. Growing on side of La. 61.",NA,NA,1999,5,31,"seed",1,1,1,0,"11/2/21","AvaJohnson",1,NA,NA,NA,NA,"Scorer2","Collector125","Parish",-90.7913227,30.0179292,"administrative_area_level_2","approximate","st james parish, la, usa",30.1664481,29.889182,-90.642111,-90.963755,"LSU","ELVI",34,NA,19704,0,11118,11514,2774,839,1184,0,53,187,0,15,6449,103458,76195,1502,0,1999
"339","OKL_AGHY_49","OKL211481;01 0078178;Folley2332.5",NA,"OKL211481","P. Folley","Folley","P.","P. Folley","P Folley","Payne County, Oklahoma, United States","United States","Oklahoma","Payne County","Payne",NA,"Cushing; 2 mi NE of Cushing, Manning Prairie",NA,NA,1999,5,22,"seed",4,2,1,0,"6/14/22","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector658","County",-97.0068393,36.1449988,"administrative_area_level_2","approximate","payne county, ok, usa",36.246541,35.9406869,-96.619655,-97.354132,"OKL","AGHY",49,NA,2441,0,12049,14549,10173,2988,9,36210,1005,0,0,127471,1098,11406,1,44,0,1999
"340","OKL_ELVI_10","OKL212917;01 0073310;Hoagland et al. 1177",NA,"OKL212917","B. Hoagland","Hoagland","B.","B. Hoagland","B Hoagland","Warwick, Lincoln County, Oklahoma, United States","United States","Oklahoma","Lincoln County","Lincoln","Warwick","Warwick; 5.0 mi N on Hwy 177 from jct with Hwy 66, then 2.0 mi E, 1.0 mi N, and 0.4 W on section line roads, Warwick, Bellow Creek",35.8623,-96.9919,1999,9,14,"seed",5,2,1,0,"6/30/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector80","County",-97.0041947,35.6858959,"locality","approximate","warwick, ok, usa",35.702714,35.6737861,-96.977483,-97.0259861,"OKL","ELVI",10,NA,2909,0,9006,2842,651,32,7,63291,6,0,1,128950,6508,5967,301,228,0,1999
"341","OKL_ELVI_11","OKL210939;01 0073311;Hoagland&Gray0317-98",NA,"OKL210939","B. Hoagland","Hoagland","B.","B. Hoagland","B Hoagland","Salina, Mayes County, Oklahoma, United States","United States","Oklahoma","Mayes County","Mayes","Salina","Salina; on a Bay of Lake Hudson on the southside of Hwy 20",36.2711,-95.1397,1999,6,9,"seed",2,2,1,1,"6/30/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector80","County",-95.1532966,36.2928692,"locality","approximate","salina, ok, usa",36.302737,36.279824,-95.138195,-95.18453,"OKL","ELVI",11,NA,38456,0,9536,3768,652,191,2376,85560,709,3517,2,353,72310,819,546,243,0,1999
"342","OKL_ELVI_16","OKL239496;01 0073308;Skeel279",NA,"OKL239496","V. Skeel","Skeel","V.","V. Skeel","V Skeel","Johnston County, Oklahoma, United States","United States","Oklahoma","Johnston County","Johnston",NA,"Lake Texoma; near boat docks at Butcher Pen, Lake Texoma",NA,NA,1999,7,15,"seed",2,1,1,0,"7/7/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector869","County",-96.4929797,34.2481072,"administrative_area_level_2","approximate","johnston county, ok, usa",34.506128,34.1141001,-96.406967,-96.933503,"OKL","ELVI",16,NA,664,0,7993,1672,250,127,48,78468,73,0,1,72269,58946,3851,131,46,0,1999
"343","OKL_ELVI_17","OKL208781;01 0073150;Bowers32",NA,"OKL208781","L. Bowers","Bowers","L.","L. Bowers","L Bowers","Peggs, Cherokee County, Oklahoma, United States","United States","Oklahoma","Cherokee County","Cherokee","Peggs","Peggs; from rural home of Kirk and L. Bowers, 1.5 mi SE of Peggs",NA,NA,1999,10,2,"seed",5,0,0,0,"7/7/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector525","County",-95.0995478,36.0812334,"locality","approximate","peggs, ok, usa",36.104209,36.027186,-95.019282,-95.1184331,"OKL","ELVI",17,NA,38,0,8224,840,126,5,122,137406,2747,9442,11,1049,59169,0,430,11,0,1999
"344","OKL_ELVI_20","OKL208788;01 0073155;Bowers6",NA,"OKL208788","L. Bowers","Bowers","L.","L. Bowers","L Bowers","Peggs, Cherokee County, Oklahoma, United States","United States","Oklahoma","Cherokee County","Cherokee","Peggs","Peggs; from rural home of Kirk and L. Bowers, 1.5 mi SE of Peggs",NA,NA,1999,9,19,"seed",4,3,1,1,"7/7/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector525","County",-95.0995478,36.0812334,"locality","approximate","peggs, ok, usa",36.104209,36.027186,-95.019282,-95.1184331,"OKL","ELVI",20,NA,38,0,8224,840,126,5,122,137406,2747,9442,11,1049,59169,0,430,11,0,1999
"345","BRIT_AGHY_144","OOL322","AGHY","OOL322","OOL","OOL","OOL","OOL OOL","O OOL","Talala, Rogers County, Oklahoma, USA","USA","Oklahoma","Rogers County","Rogers","Talala","1 mi S and 4.5 mi E. Goose island, Oologah Wildlife Management Area.",NA,NA,2000,5,30,"seed",5,3,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector643","County",-95.7013701,36.5298152,"locality","approximate","talala, ok 74080, usa",36.533999,36.522965,-95.69224,-95.7092119,"BRIT","AGHY",144,NA,8875,0,5462,3671,298,78,91,19717,0,0,0,11667,159459,8954,6,101,0,2000
"346","BRIT_AGHY_149","CharlesNHorn13175","AGHY","CharlesNHorn13175","Charles N. Horn","Horn","Charles","Charles Horn","C Horn","Union, Union County, South Carolina, USA","USA","South Carolina","Union County","Union","Union","Common along railroad right-of-way. Along railroad tracks N. of US 176 and just W. of its jct with SC 121. Ca. 11 mi S of Union.",NA,NA,2000,5,15,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector135","County",-81.623711,34.7154122,"locality","approximate","union, sc 29379, usa",34.7531399,34.694815,-81.5938959,-81.656664,"BRIT","AGHY",149,NA,411,0,18577,11293,3082,966,458,56690,38836,27933,9563,13499,35556,0,6442,6,0,2000
"347","BRIT_AGHY_293","BRIT255527","AGHY","BRIT255527","Loran C. Anderson","Anderson","Loran","Loran Anderson","L Anderson","Duval County, Florida, United States","United States","Florida","Duval County","Duval",NA,"Cary State Forest (E of Hwy 301, generally 1-2 mi NE of Bryceville). Near Cypress road. T1S, R24E, NW1/4 of SW1/4 Sec 22.",NA,NA,2000,5,1,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,52.094,NA,NA,NA,"Scorer19","Collector522","County",-81.6035062,30.3500511,"administrative_area_level_2","approximate","duval county, fl, usa",30.586232,30.103748,-81.316712,-82.049502,"BRIT","AGHY",293,NA,50316,0,24737,61464,41088,20227,5243,0,13170,20,136,143,335,0,10198,7138,0,2000
"348","BRIT_AGHY_326","BRIT255571","AGHY","BRIT255571","Caleb A. Morse","Morse","Caleb","Caleb Morse","C Morse","Linn County, Kansas, United States","United States","Kansas","Linn County","Linn",NA,"Blue Mound, 1 mi N, 1 mi W; Blue Mound City Lake",38.0615,-95.013,2000,5,24,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,154.301,NA,NA,NA,"Scorer19","Collector149","County",-94.8105955,38.1339574,"administrative_area_level_2","approximate","linn county, ks, usa",38.389945,38.036786,-94.612463,-95.077887,"BRIT","AGHY",326,NA,871,0,7939,4954,384,54,551,50843,811,2632,4,190,114080,30257,233,42,0,2000
"349","BRIT_AGHY_45","LoarnCAnderson19206","AGHY","LoarnCAnderson19206","Loran C. Anderson","Anderson","Loran","Loran Anderson","L Anderson","Bryceville, Duval County, Florida, USA","USA","Florida","Duval County","Duval","Bryceville","Cary State Forest (E of Hwy 301, generally 1-2 mi ENE of Bryceville). Frequent with Sarracenia minor in drying loamy sand of burned clearing under powerlines near Cypress Rd.",NA,NA,2000,5,1,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector522","County",-81.6035062,30.3500511,"administrative_area_level_2","approximate","duval county, fl, usa",30.586232,30.103748,-81.316712,-82.049502,"BRIT","AGHY",45,NA,50316,0,24737,61464,41088,20227,5243,0,13170,20,136,143,335,0,10198,7138,0,2000
"350","BRIT_AGHY_509","NLU0384735","AGHY","NLU0384735","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Chicot Co. County, Arkansas, United States","United States","Arkansas","Chicot Co. County","Chicot Co.",NA,"Road bank of Ark. 52 about 1.2 miles east of the Ashley County Line east of Wilmont; Secs. 8 & 17.",NA,NA,2000,5,12,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,184.268,NA,NA,NA,"Scorer19","Collector766","County",-91.2891036,33.3419551,"administrative_area_level_2","approximate","chicot county, ar, usa",33.5636749,33.0041059,-91.043604,-91.460516,"BRIT","AGHY",509,NA,21722,0,4310,5539,1418,229,3,0,38,33,0,3,4,173893,19593,98,0,2000
"351","BRIT_AGHY_510","NLU0384734","AGHY","NLU0384734","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Johnson County, Arkansas, United States","United States","Arkansas","Johnson County","Johnson",NA,"Open roadbank of access road beside I-40 at Knoxville Exit (Ark 315) southeast of Clarksville. Sec. 30.",NA,NA,2000,5,18,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,191.814,NA,NA,NA,"Scorer19","Collector766","County",-93.5003454,35.6026275,"administrative_area_level_2","approximate","johnson county, ar, usa",35.7686201,35.3265839,-93.164449,-93.710043,"BRIT","AGHY",510,NA,245,0,7289,439,52,0,38,101514,40685,40223,935,2100,27385,0,15,6,0,2000
"352","BRIT_AGHY_512","NLU0384732","AGHY","NLU0384732","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Sebastian County, Arkansas, United States","United States","Arkansas","Sebastian County","Sebastian",NA,"Open areas beside Arkansas & Missouri Railroad tracks east of Sixth Avenue and north of Kelly Highway in Fort Smith.",NA,NA,2000,5,18,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,217.47,NA,NA,NA,"Scorer19","Collector766","County",-94.315422,35.2260397,"administrative_area_level_2","approximate","sebastian county, ar, usa",35.45115,34.9307061,-94.0288721,-94.4477695,"BRIT","AGHY",512,NA,1119,0,15677,9295,3049,325,1001,78039,3788,17344,2,9751,79398,0,3061,98,0,2000
"353","BRIT_AGPE_121","BRIT255891","AGPE","BRIT255891",NA,NA,NA,"NA NA",NA,"Grayson County, Virginia, USA","USA","Virginia","Grayson County","Grayson",NA,NA,NA,NA,2000,NA,NA,"seed",5,0,0,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA,"County",-81.2078164,36.6721195,"administrative_area_level_2","approximate","grayson county, va, usa",36.806448,36.559143,-80.837954,-81.6774899,"BRIT","AGPE",121,NA,503,0,9458,1079,401,99,177,107221,1920,21281,623,1004,74022,186,5,2,0,2000
"354","BRIT_AGPE_129","NLU0385045","AGPE","NLU0385045",NA,NA,NA,"NA NA",NA,"Bienville Parish, Louisiana, USA","USA","Louisiana","Bienville Parish","Bienville",NA,NA,NA,NA,2000,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA,"Parish",-93.0175712,32.4107403,"administrative_area_level_2","approximate","bienville parish, la, usa",32.5852651,32.147413,-92.773173,-93.428745,"BRIT","AGPE",129,NA,335,0,8183,1696,413,81,721,1243,154083,1113,14273,11729,5467,0,29888,12,0,2000
"355","BRIT_AGPE_47","BRIT174461","AGPE","BRIT174461",NA,NA,NA,"NA NA",NA,"Lewis County, Tennessee, USA","USA","Tennessee","Lewis County","Lewis",NA,NA,NA,NA,2000,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA,"County",-87.5000082,35.4962054,"administrative_area_level_2","approximate","lewis county, tn, usa",35.6597431,35.398188,-87.2694319,-87.717559,"BRIT","AGPE",47,NA,702,0,14091,3815,1073,373,209,134177,9388,5773,4620,4335,36732,1794,3676,452,0,2000
"356","BRIT_ELVI_181","GuyNesom8July2000;PC6","ELVI","GuyNesom8July2000;PC6","Guy Nesom","Nesom","Guy","Guy Nesom","G Nesom","Chapel Hill, Orange County, North Carolina, USA","USA","North Carolina","Orange County","Orange","Chapel Hill","South-central part of county, just N of Chatham County, ca. 2 air mi NW of jct of Hwy 15-501 and Smith Level Road. Price Creek drainage between Heritage Hills neighborhood and Damascus Church Road. Creek with narrow floodplain and relatively steep slopes. Rich woods. 2nd Terrace",NA,NA,2000,7,8,"seed",4,0,0,0,"10/20/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector342","County",-79.0558445,35.9131996,"locality","approximate","chapel hill, nc, usa",35.9751991,35.869552,-78.9954111,-79.083171,"BRIT","ELVI",181,NA,1726,0,46083,27104,11424,1842,128,47644,29373,32487,421,1109,11481,49,9181,42,0,2000
"357","BRIT_ELVI_304","BRIT262782","ELVI","BRIT262782","R. Kral","Kral","R.","R. Kral","R Kral","Harrison County, Texas, United States","United States","Texas","Harrison County","Harrison",NA,"jct. Piney Cemetery Rd and FM 2208, E of Jefferson",NA,NA,2000,7,1,"seed",3,3,1,1,"10/20/2020","EllaSegal",1,355.36,13.6753333333333,15.4403333333333,3,"Scorer10","Collector720","County",-94.315422,32.5539228,"administrative_area_level_2","approximate","harrison county, tx, usa",32.793088,32.3265829,-94.0428171,-94.702201,"BRIT","ELVI",304,NA,1778,0,25442,20132,6327,1870,768,4003,46563,47641,4510,2973,45859,0,20927,84,0,2000
"358","KANU_AGHY_6","KANU00327951","AGHY","KANU00327951","Caleb A Morse","Morse","Caleb","Caleb Morse","C Morse","Miami County, Kansas, United States","United States","Kansas","Miami County","Miami",NA,"Somerset, 1 mi E",38.6041679,-94.75,2000,5,30,"seed",4,0,0,0,"7/22/22","EmilyChong",1,NA,NA,NA,NA,"Scorer11","Collector149","County",-94.8105955,38.6381689,"administrative_area_level_2","approximate","miami county, ks, usa",38.7386361,38.3887181,-94.60908,-95.066041,"KANU","AGHY",6,NA,1934,0,5449,8683,894,112,527,38569,4,214,6,29,119496,35489,914,62,0,2000
"359","KANU_ELVI_16","KANU00345723","ELVI","KANU00345723","Suneeti Jog","Jog","Suneeti","Suneeti Jog","S Jog","Cuyahoga County, Ohio, United States","United States","Ohio","Cuyahoga County","Cuyahoga",NA,"Highland Heights Community Park",41.5446,-81.4729,2000,9,26,"seed",4,0,0,0,"10/03/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector806","County",-81.7787021,41.7048247,"administrative_area_level_2","approximate","cuyahoga county, oh, usa",42.0926097,41.275044,-81.3747718,-81.971262,"KANU","ELVI",16,NA,203132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
"360","LL_AGHY_14","LL00425433","AGHY","00425433","William R. Carr","Carr","William","William Carr","W Carr","Jeff Davis County, Texas, United States","United States","Texas","Jeff Davis County","Jeff Davis",NA,"NW flank of Mt. Livermore, ca. 0.3 mi. ESE of Madrea Tank, ca. 0.7 mi. NNW of summit of Baldy Peak. Mount Livermore Quadrangle.",30.64722,-104.17833,2000,8,11,"seed",5,0,0,0,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885","County",-104.1930918,30.750805,"administrative_area_level_2","approximate","jeff davis county, tx, usa",31.1052031,30.4121899,-103.439976,-104.9798009,"LL","AGHY",14,NA,3,0,1467,192,0,0,0,0,83064,0,147743,802,0,0,0,0,0,2000
"361","LSU_AGHY_67","LSU00114027","AGHY","LSU00114027","V. E. McNeilus","McNeilus","V.","V. McNeilus","V McNeilus","Berkeley County, South Carolina, United States","United States","South Carolina","Berkeley County","Berkeley",NA,"Exposed, waste area at Berkeley Motel. Moncks Corner.",NA,NA,2000,4,28,"seed",5,4,1,1,"3/8/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector867","County",-80.0087746,33.1260618,"administrative_area_level_2","approximate","berkeley county, sc, usa",33.5071721,32.815319,-79.4465997,-80.361851,"LSU","AGHY",67,NA,13248,0,20128,14044,4071,1080,2649,169,66752,1001,3546,1520,3332,6292,87176,2429,0,2000
"362","LSU_AGHY_70","NO0030557","AGHY","NO0030557","D. J. Rosen","Rosen","D.","D. Rosen","D Rosen","Saint Tammany Parish, Louisiana, United States","United States","Louisiana","Saint Tammany Parish","Saint Tammany",NA,"Boy Scout Road, Bayou Paquet Road",NA,NA,2000,4,22,"seed",5,4,1,1,"3/11/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector220","Parish",-89.9253233,30.4357418,"administrative_area_level_2","approximate","st tammany parish, la, usa",30.7124441,30.1388141,-89.4949729,-90.25766,"LSU","AGHY",70,NA,377,0,10079,2363,85,17,432,0,126137,21,28830,10539,2825,49,52013,243,0,2000
"363","MERCA_ELVI_1_A","SCSC33627","ELVI","SCSC33627","Larry E. Brown","Brown","Larry","Larry Brown","L Brown","Angleton, Brazoria County, TX, USA","USA","TX","Brazoria County","Brazoria","Angleton","along highway 35 at Brazos River Bridge, Angleton",NA,NA,2000,5,27,"seed",1,0,0,0,"03/01/2019","JoshuaFowler",1,NA,NA,NA,NA,"Scorer16","Collector526","County",-95.4318847,29.16941,"locality","approximate","angleton, tx 77515, usa",29.260622,29.1244581,-95.3922479,-95.4612251,"MERCA","ELVI",1,"A",1699,0,15909,17346,6430,1312,37,1853,1861,12990,43,7,123008,17336,25117,11984,0,2000
"364","MO_AGHY_176","BSummers9621",NA,"Summers9621","Bill Summers","Summers","Bill","Bill Summers","B Summers","Tingler Lake Conservation Area, Howell County, Missouri, USA","USA","Missouri","Howell County","Howell","Tingler Lake Conservation Area","ca. 7 1/2 mi S of West Plains off Highway 17 to the SW; rocky wooded slope around natural sinkhole pond; T23N r08W s32.",NA,NA,2000,11,10,"seed",5,2,1,1,"5/25/2023","Chris Oxley",1,NA,NA,NA,NA,"Scorer5","Collector98","County",-91.8736067,36.6126046,"establishment","approximate","tingler lake, south fork township, mo 65775, usa",36.6140246302915,36.6113266697085,-91.8722143697085,-91.8749123302915,"MO","AGHY",176,NA,1013,0,9128,833,230,28,98,95613,117,1042,19,349,109575,2,66,44,0,2000
"365","OKL_AGHY_18","OKL234983;01 0078159;V. Skeel 371",NA,"OKL234983","V. Skeel","Skeel","V.","V. Skeel","V Skeel","Marshall County, Oklahoma, United States","United States","Oklahoma","Marshall County","Marshall",NA,"University of Oklahoma Biological Station",NA,NA,2000,5,17,"seed",4,1,0,0,"3/31/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector869","County",-96.7922355,34.0103349,"administrative_area_level_2","approximate","marshall county, ok, usa",34.1727479,33.8244069,-96.5474771,-96.9697439,"OKL","AGHY",18,NA,1111,0,6542,5976,1210,299,204,41212,276,24,14,140729,23278,4254,28,7,0,2000
"366","OKL_AGHY_33","OKL220131;01 0078194;OOL215",NA,"OKL220131","B. Hoagland","Hoagland","B.","B. Hoagland","B Hoagland","Nowata County, Oklahoma, United States","United States","Oklahoma","Nowata County","Nowata",NA,"Nowata; 6 mi N from jct of Hwys 169 & 60, 1 mi E, Oolagah WMA",36.6429,-95.5053,2000,5,31,"seed",5,5,1,1,"4/15/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector80","County",-95.6457951,36.7344388,"administrative_area_level_2","approximate","nowata county, ok, usa",36.999396,36.597427,-95.4077328,-95.8099211,"OKL","AGHY",33,NA,1675,0,8521,7927,1530,344,139,29840,3,260,0,1247,161746,3014,1113,454,0,2000
"367","OKL_AGHY_47","OKL221556;01 0078175;OOL215",NA,"OKL221556","B. Hoagland","Hoagland","B.","B. Hoagland","B Hoagland","Nowata County, Oklahoma, United States","United States","Oklahoma","Nowata County","Nowata",NA,"Nowata; 6 mi N from junction of Hwys 169 & 60 in Nowata; 1 mi E of Oologah Wildlife Management Area",NA,NA,2000,5,31,"seed",5,3,1,1,"6/14/22","BellScherick",1,NA,NA,NA,NA,"Scorer4","Collector80","County",-95.6457951,36.7344388,"administrative_area_level_2","approximate","nowata county, ok, usa",36.999396,36.597427,-95.4077328,-95.8099211,"OKL","AGHY",47,NA,1675,0,8521,7927,1530,344,139,29840,3,260,0,1247,161746,3014,1113,454,0,2000
"368","OKL_ELVI_23","OKL215994;01 0073307;2035-bwh",NA,"OKL215994","B. Hoagland","Hoagland","B.","B. Hoagland","B Hoagland","Cotton County, Oklahoma, United States","United States","Oklahoma","Cotton County","Cotton",NA,"Cookietown; from the jct of 5A and 281/277, 3.0 mi E on 5A, 2.0 mi S and 0.5 mi E, floodplain of W Cache Creek",34.2535,-98.3917,2000,6,17,"seed",3,0,0,0,"7/7/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector80","County",-98.3964938,34.309094,"administrative_area_level_2","approximate","cotton county, ok, usa",34.5071439,34.06227,-98.1389619,-98.662004,"OKL","ELVI",23,NA,228,0,11077,2332,695,24,32,5561,3,0,0,88733,2,115540,135,17,0,2000
"369","OKL_ELVI_26","OKL219261;01 0073214;AB-1526",NA,"OKL219261","Bruce Hoagland","Hoagland","Bruce","Bruce Hoagland","B Hoagland","Dill City, Washita County, Oklahoma, United States","United States","Oklahoma","Washita County","Washita","Dill City","Dill City; 4.0 mi N of Dill City on Hwy 42, NS Rd 216 at Adams Lake",35.342,-99.126,2000,6,14,"seed",5,0,0,0,"7/11/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector80","County",-99.1350805,35.2767186,"locality","approximate","dill city, ok 73641, usa",35.294176,35.273163,-99.126141,-99.139675,"OKL","ELVI",26,NA,911,0,12409,2554,328,10,26,148,553,955,3632,78150,5218,116772,102,37,0,2000
"370","OKL_ELVI_60","OKL223573;01 0073173;NewellMcCarty125-00",NA,"OKL223573","N. McCarty","McCarty","N.","N. McCarty","N McCarty","Caddo County, Oklahoma, United States","United States","Oklahoma","Caddo County","Caddo",NA,"Albert; ca 3.0 mi W of Albert at the Fort Cobb Wildlife Management Area",35.2259,-98.4738,2000,6,28,"seed",5,3,1,0,"7/28/2022","MalloryTucker",1,NA,NA,NA,NA,"Scorer20","Collector632","County",-98.3088441,35.10556,"administrative_area_level_2","approximate","caddo county, ok, usa",35.551639,34.854988,-98.091096,-98.6238599,"OKL","ELVI",60,NA,2587,0,7792,6485,2223,522,0,13761,17373,0,662,116656,1360,51075,1748,25,0,2000
"371","BRIT_AGHY_302","BRIT255539","AGHY","BRIT255539","R. Kral","Kral","R.","R. Kral","R Kral","Colquitt County, Georgia, United States","United States","Georgia","Colquitt County","Colquitt",NA,"S side Moultrie by US 319/GA 33, ca. 1/2 mi. N jct. bypass US 319",NA,NA,2001,4,21,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,211.822,NA,NA,NA,"Scorer19","Collector720","County",-83.8473015,31.2072856,"administrative_area_level_2","approximate","colquitt county, ga, usa",31.33498,31.025846,-83.505386,-84.0138581,"BRIT","AGHY",302,NA,4272,0,17264,10583,3029,1105,45,113,49209,1410,2730,1900,5664,93299,40899,649,0,2001
"372","BRIT_AGHY_307","BRIT255544","AGHY","BRIT255544","R. Kral","Kral","R.","R. Kral","R Kral","Grady County, Georgia, United States","United States","Georgia","Grady County","Grady",NA,"State Park Rd., 0.2-0.3 mi. N its jct. with US 84, W of Cairo",NA,NA,2001,4,26,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,137.255,NA,NA,NA,"Scorer19","Collector720","County",-84.2278796,30.9050079,"administrative_area_level_2","approximate","grady county, ga, usa",31.078949,30.675804,-84.0729099,-84.3807049,"BRIT","AGHY",307,NA,2445,0,19371,9324,2580,791,239,293,51837,2929,2986,1694,11860,65763,60318,469,0,2001
