"","lon","lat","Sample_id","Institution_specimen_id","Spp_code","new_id","primary_collector","collector_lastname","collector_firstname","collector_full_string","collector_string","location_string","Country","State","County_fixed","County","Municipality","Locality","hand_georef_lat","hand_georef_lon","year","month","day","tissue_type","seed_scored","seed_eplus","Endo_status_liberal","Endo_status_conservative","Date_scored","scorer_id","score_number","surface_area_cm2","mean_infl_length","mean_inflplusawn_length","infl_count","scorer_factor","collector_factor","county_label","type","loctype","address","north","south","east","west","Herb_code","spp_code","specimen_code","tissue_code","NO3_mean","NH4_mean","TIN_mean"
"1171",-93.8248241,38.3386592,"MO_AGHY_165","NCHenderson94338","AGHY","CHenderson94338","N. C. Henderson","Henderson","N.","N. Henderson","N Henderson","Henry County, Missouri, USA","USA","Missouri","Henry County","Henry",NA,"On the Tightwad Prairie, about 1 mi SE of Coal",NA,NA,1994,6,11,"seed",6,1,1,1,"5/24/2023","Chris Oxley",1,NA,NA,NA,NA,"Scorer5","Collector629"," County","administrative_area_level_2","approximate","henry county, mo, usa",38.56738,38.2010481,-93.5110301,-94.0752141,"MO","AGHY",165,NA,18.319860458374,25.9348831176758,44.2547416687012
"1172",-93.8248241,38.6744747,"BRIT_AGPE_93","BRIT255863","AGPE","BRIT255863",NA,NA,NA,"NA NA",NA,"Johnson County, Missouri, USA","USA","Missouri","Johnson County","Johnson",NA,NA,NA,NA,1968,NA,NA,"seed",4,2,1,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County","administrative_area_level_2","approximate","johnson county, mo, usa",38.937909,38.5562099,-93.49311,-94.1293721,"BRIT","AGPE",93,NA,18.1593704223633,26.1424427032471,44.3018112182617
"1173",-93.8248241,38.6744747,"BRIT_AGPE_91","BRIT255861","AGPE","BRIT255861",NA,NA,NA,"NA NA",NA,"Johnson County, Missouri, USA","USA","Missouri","Johnson County","Johnson",NA,NA,NA,NA,1968,NA,NA,"seed",5,3,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County","administrative_area_level_2","approximate","johnson county, mo, usa",38.937909,38.5562099,-93.49311,-94.1293721,"BRIT","AGPE",91,NA,18.1593704223633,26.1424427032471,44.3018112182617
"1174",-93.8248241,38.6744747,"BRIT_AGPE_92","BRIT255862","AGPE","BRIT255862",NA,NA,NA,"NA NA",NA,"Johnson County, Missouri, USA","USA","Missouri","Johnson County","Johnson",NA,NA,NA,NA,1968,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County","administrative_area_level_2","approximate","johnson county, mo, usa",38.937909,38.5562099,-93.49311,-94.1293721,"BRIT","AGPE",92,NA,18.1593704223633,26.1424427032471,44.3018112182617
"1175",-93.8655303,30.1484033,"AM_AGHY_140","TAES103376","AGHY","TAES103376","Frank W. Gould","Gould","Frank","Frank Gould","F Gould","Orange County, Texas, United States","United States","Texas","Orange County","Orange",NA,NA,NA,NA,1965,4,29,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector294"," County","administrative_area_level_2","approximate","orange county, tx, usa",30.2443181,29.8650531,-93.688205,-94.118004,"AM","AGHY",140,NA,23.6402931213379,28.0688381195068,51.7091331481934
"1176",-93.8655303,30.1484033,"LL_AGHY_119_a","LL00312219","AGHY","00312219","Frank W. Gould","Gould","Frank","Frank Gould","F Gould","Orange County, Texas, United States","United States","Texas","Orange County","Orange",NA,"In roadside ditch; one mile north of Orange city limit on Hwy. 87.",NA,NA,1965,4,29,"seed",5,4,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector294"," County","administrative_area_level_2","approximate","orange county, tx, usa",30.2443181,29.8650531,-93.688205,-94.118004,"LL","AGHY",119,"a",23.6402931213379,28.0688381195068,51.7091331481934
"1177",-93.8655303,32.6136798,"LSU_ELVI_62","NO0033511","ELVI","NO0033511","G. H. Penn","Penn","G.","G. Penn","G Penn","Caddo Parish, Louisiana, United States","United States","Louisiana","Caddo Parish","Caddo",NA,"Metcalf",NA,NA,1941,7,22,"seed",3,0,0,0,"11/18/21","AvaJohnson",1,NA,NA,NA,NA,"Scorer2","Collector346"," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"LSU","ELVI",62,NA,18.4205093383789,22.04811668396,40.4686241149902
"1178",-93.8655303,32.6136798,"BRIT_AGHY_383","NLU0383935","AGHY","NLU0383935","Larry R. Raymond","Raymond","Larry","Larry Raymond","L Raymond","Caddo Parish, Louisiana, United States","United States","Louisiana","Caddo Parish","Caddo",NA,"SWEPCO Powerline right-of-way in Walter Jacob's Nature Park, 2.5 miles west and one mile south of Blanchard, Sec. 7, T18N, R7W.",NA,NA,1984,5,12,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,103.55,NA,NA,NA,"Scorer19","Collector562"," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"BRIT","AGHY",383,NA,18.4205093383789,22.04811668396,40.4686241149902
"1179",-93.8655303,32.6136798,"BRIT_AGPE_135","NLU0384279","AGPE","NLU0384279",NA,NA,NA,"NA NA",NA,"Caddo Parish, Louisiana, USA","USA","Louisiana","Caddo Parish","Caddo",NA,NA,NA,NA,1973,NA,NA,"seed",5,0,0,0,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"BRIT","AGPE",135,NA,18.4205093383789,22.04811668396,40.4686241149902
"1180",-93.8655303,32.6136798,"BRIT_AGPE_133","NLU0384281","AGPE","NLU0384281",NA,NA,NA,"NA NA",NA,"Caddo Parish, Louisiana, USA","USA","Louisiana","Caddo Parish","Caddo",NA,NA,NA,NA,1974,NA,NA,"seed",6,6,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"BRIT","AGPE",133,NA,18.4205093383789,22.04811668396,40.4686241149902
"1181",-93.8655303,32.6136798,"BRIT_AGPE_134","NLU0384280","AGPE","NLU0384280",NA,NA,NA,"NA NA",NA,"Caddo Parish, Louisiana, USA","USA","Louisiana","Caddo Parish","Caddo",NA,NA,NA,NA,1973,NA,NA,"seed",4,4,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"BRIT","AGPE",134,NA,18.4205093383789,22.04811668396,40.4686241149902
"1182",-93.8655303,32.6136798,"BRIT_ELVI_329","NLU0399456","ELVI","NLU0399456","Roselie Overby","Overby","Roselie","Roselie Overby","R Overby","Caddo Parish, Louisiana, United States","United States","Louisiana","Caddo Parish","Caddo",NA,"Field and right of way W. of La. 511 by old No. Pacific Sta.",NA,NA,1973,9,2,"seed",5,4,1,1,"10/20/2020","EllaSegal",1,85.154,9.617,10.92,1,"Scorer10","Collector736"," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"BRIT","ELVI",329,NA,18.4205093383789,22.04811668396,40.4686241149902
"1183",-93.8655303,32.6136798,"LSU_ELVI_6","LSU00198680","ELVI","LSU00198680","Donald T. MacRoberts","MacRoberts","Donald","Donald MacRoberts","D MacRoberts","Caddo Parish, Louisiana, United States","United States","Louisiana","Caddo Parish","Caddo",NA,"between St. Vincent and Slack Industrial Park, Shreveport",NA,NA,1979,8,11,"seed",3,3,1,1,"10/27/21","AvaJohnson",1,NA,NA,NA,NA,"Scorer2","Collector209"," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"LSU","ELVI",6,NA,18.4205093383789,22.04811668396,40.4686241149902
"1184",-93.8655303,32.6136798,"LSU_ELVI_9","LSU00026444","ELVI","LSU00026444","Donovan S. Correll","Correll","Donovan","Donovan Correll","D Correll","Caddo Parish, Louisiana, United States","United States","Louisiana","Caddo Parish","Caddo",NA,"Along Pine Hill Road, about 5 miles northwest of Shreveport.",NA,NA,1938,8,6,"seed",2,0,0,0,"10/27/21","AvaJohnson",1,NA,NA,NA,NA,"Scorer2","Collector184"," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"LSU","ELVI",9,NA,18.4205093383789,22.04811668396,40.4686241149902
"1185",-93.8655303,32.6136798,"LSU_AGHY_9","LSU00118983","AGHY","LSU00118983","Barbara R. & Michael H. MacRoberts","MacRoberts","Barbara","Barbara MacRoberts","B MacRoberts","Caddo Parish, Louisiana, United States","United States","Louisiana","Caddo Parish","Caddo",NA,"Barron Road Saline Prairie; Barron Road/Boggy Bayou Saline Prairie. North of Barron Road, south of Boggy Bayou.",NA,NA,2006,5,12,"seed",8,7,1,1,"2/19/2022","EmmaScales",1,NA,NA,NA,NA,"Scorer12","Collector86"," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"LSU","AGHY",9,NA,18.4205093383789,22.04811668396,40.4686241149902
"1186",-93.8655303,32.6136798,"AM_AGHY_72","TAES144628","AGHY","TAES144628","D. T. MacRoberts","MacRoberts","D.","D. MacRoberts","D MacRoberts","Caddo Parish, Louisiana, United States","United States","Louisiana","Caddo Parish","Caddo",NA,NA,NA,NA,1976,4,23,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector209"," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"AM","AGHY",72,NA,18.4205093383789,22.04811668396,40.4686241149902
"1187",-93.8655303,32.6136798,"LSU_ELVI_7","LSU00198681","ELVI","LSU00198681","Donald T. MacRoberts","MacRoberts","Donald","Donald MacRoberts","D MacRoberts","Caddo Parish, Louisiana, United States","United States","Louisiana","Caddo Parish","Caddo",NA,"between St. Vincent and Slack Industrial Park, Shreveport",NA,NA,1979,8,11,"seed",2,0,0,0,"10/27/21","AvaJohnson",1,NA,NA,NA,NA,"Scorer2","Collector209"," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"LSU","ELVI",7,NA,18.4205093383789,22.04811668396,40.4686241149902
"1188",-93.8655303,32.6136798,"BRIT_ELVI_330","NLU0399455","ELVI","NLU0399455","Larry R. Raymond","Raymond","Larry","Larry Raymond","L Raymond","Caddo Parish, Louisiana, United States","United States","Louisiana","Caddo Parish","Caddo",NA,"Collected in meadow in Jacob's Nature Park on Blanchard-Furrh Road west of Blanchard",NA,NA,1981,8,22,"seed",2,0,0,0,"10/20/2020","EllaSegal",1,92.425,9.713,13.152,1,"Scorer10","Collector562"," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"BRIT","ELVI",330,NA,18.4205093383789,22.04811668396,40.4686241149902
"1189",-93.8655303,32.6136798,"BRIT_AGPE_132","NLU0384282","AGPE","NLU0384282",NA,NA,NA,"NA NA",NA,"Caddo Parish, Louisiana, USA","USA","Louisiana","Caddo Parish","Caddo",NA,NA,NA,NA,1974,NA,NA,"seed",4,4,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"BRIT","AGPE",132,NA,18.4205093383789,22.04811668396,40.4686241149902
"1190",-93.8655303,32.6136798,"BRIT_ELVI_333","NLU0399452","ELVI","NLU0399452","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Caddo Parish, Louisiana, United States","United States","Louisiana","Caddo Parish","Caddo",NA,"2.3 miles south of Louisiana 169, east of Louisiana 1, Sec. 4, R15W, T19N",32.667645,-93.908057,1973,8,1,"seed",5,5,1,1,"10/20/2020","EllaSegal",1,74.299,5.3645,6.499,2,"Scorer10","Collector766"," Parish","administrative_area_level_2","approximate","caddo parish, la, usa",33.019544,32.195625,-93.461792,-94.043352,"BRIT","ELVI",333,NA,18.4205093383789,22.04811668396,40.4686241149902
"1191",-93.9871736,40.4691664,"MO_ELVI_106","BSummers,SVanderbilt,F&MMeadows;7162","ELVI","Summers,SVanderbilt,F&MMeadows;7162","B. Summers, S. V","V","B.","B. V","B V","Eagleville, Harrison County, Missouri, USA","USA","Missouri","Harrison County","Harrison","Eagleville","5 mi W of Eagleville on Highway M; banks of gullies in open native upland prairie; T66N R28W S32",NA,NA,1994,9,22,"seed",5,0,0,0,"6/8/2023","KarlSchrader",1,NA,NA,NA,NA,"Scorer17","Collector101"," County","locality","approximate","eagleville, mo 64442, usa",40.47517,40.461776,-93.9712919,-93.9966821,"MO","ELVI",106,NA,17.7993831634521,29.0090065002441,46.8083915710449
"1192",-93.9878427,30.9263644,"BRIT_AGHY_574","NLU0384947","AGHY","NLU0384947","J. K. Wipff","Wipff","J.","J. Wipff","J Wipff","Jasper County, Texas, United States","United States","Texas","Jasper County","Jasper",NA,"3.3 mi. on Hwy. 190 from intersection Why. 190 and 96 E towards Newton. Turn left on a dirt road and go to a creek (9/10 of a mi.) on right side of dirt road ca. 20-40 yds. from creek.",NA,NA,1987,5,15,"seed",5,3,1,1,"12/12/2019","LaniDufresne",1,93.609,NA,NA,NA,"Scorer19","Collector500"," County","administrative_area_level_2","approximate","jasper county, tx, usa",31.158071,30.241649,-93.865711,-94.4601719,"BRIT","AGHY",574,NA,21.3265323638916,25.6071395874023,46.9336700439453
"1193",-93.9878427,37.4863609,"BRIT_AGHY_543","NLU0384984","AGHY","NLU0384984","Ralph E. Brooks","Brooks","Ralph","Ralph Brooks","R Brooks","Dade County, Missouri, United States","United States","Missouri","Dade County","Dade",NA,"Bona, 1 mi W.",37.54476,-93.68988,1985,5,3,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,49.931,NA,NA,NA,"Scorer19","Collector689"," County","administrative_area_level_2","approximate","dade county, mo, usa",37.5815701,37.2819689,-93.6160329,-94.083833,"BRIT","AGHY",543,NA,19.0780925750732,26.8921871185303,45.9702796936035
"1194",-93.9878427,39.6660775,"BRIT_AGHY_351","BRIT255599","AGHY","BRIT255599","Norlan C. Henderson","Henderson","Norlan","Norlan Henderson","N Henderson","Caldwell County, Missouri, United States","United States","Missouri","Caldwell County","Caldwell",NA,"Roadside, along U.S. #36, about 4 miles east of Cameron.",NA,NA,1969,6,7,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,75.307,NA,NA,NA,"Scorer19","Collector629"," County","administrative_area_level_2","approximate","caldwell county, mo, usa",39.7890579,39.5243921,-93.7581689,-94.208423,"BRIT","AGHY",351,NA,18.1054973602295,27.3391990661621,45.4446983337402
"1195",-94.028678,34.1318213,"AM_ELVI_7","TAES266646","ELVI","TAES266646","Delzie Demaree","Demaree","Delzie","Delzie Demaree","D Demaree","Howard County, Arkansas, United States","United States","Arkansas","Howard County","Howard",NA,"Mine Creek bottoms. Mineral Springs",NA,NA,1960,7,10,"seed",3,0,0,0,"02/18/2020","BellaGutierrez",1,NA,NA,NA,NA,"Scorer3","Collector188"," County","administrative_area_level_2","approximate","howard county, ar, usa",34.3557921,33.748236,-93.820722,-94.256261,"AM","ELVI",7,NA,20.7260074615479,25.9315986633301,46.6576080322266
"1196",-94.0408071,33.0649941,"BRIT_AGHY_29","DelzieDemaree40812","AGHY","DelzieDemaree40812","Delzie Demaree","Demaree","Delzie","Delzie Demaree","D Demaree","Doddridge, Miller County, Arkansas, USA","USA","Arkansas","Miller County","Miller","Doddridge","Ridge thickets. Kiblah. some leaves of another grass.",NA,NA,1959,5,11,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector188"," County","neighborhood","approximate","doddridge, bradley, ar 71834, usa",33.0670476,33.0625184,-94.0375307,-94.0429909,"BRIT","AGHY",29,NA,18.7223663330078,22.7053337097168,41.4277000427246
"1197",-94.0476882,33.425125,"BRIT_AGHY_155_a","BRIT408707","AGHY","BRIT408707","V. L. Cory","Cory","V.","V. Cory","V Cory","Texarkana, Bowie County, Texas, United States","United States","Texas","Bowie County","Bowie","Texarkana","Western edge of Texarkana, Matthews Tourist Courts",NA,NA,1949,5,12,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector864"," County","locality","approximate","texarkana, tx, usa",33.5200581,33.379736,-94.0429578,-94.170978,"BRIT","AGHY",155,"a",18.6915168762207,23.0742073059082,41.7657241821289
"1198",-94.0707787,39.131397,"BRIT_ELVI_86","JulianASteyermark24724","ELVI","JulianASteyermark24724","Julian A. Steyermark","Steyermark","Julian","Julian Steyermark","J Steyermark","Napoleon, Lafayette County, Missouri, USA","USA","Missouri","Lafayette County","Lafayette","Napoleon","Common in low-woods along Big Sniabar Creek. 4 1/2 miles south of Napoleon",NA,NA,1937,8,14,"seed",4,4,1,1,"09/13/2020","EllaSegal",1,NA,NA,NA,NA,"Scorer10","Collector487"," County","locality","approximate","napoleon, mo, usa",39.140933,39.1189499,-94.053418,-94.105639,"BRIT","ELVI",86,NA,18.3697643280029,26.924861907959,45.2946243286133
"1199",-94.1152143,33.8363215,"BRIT_AGHY_41","BarneyLLipscomb2202","AGHY","BarneyLLipscomb2202","Barney L. Lipscomb","Lipscomb","Barney","Barney Lipscomb","B Lipscomb","Ben Lemond, Seiver County, Arkansas, USA","USA","Arkansas","Seiver County","Seiver","Ben Lemond","5 miles east of Ben Lemond. Margins and floodplains of Saline River",NA,NA,1977,5,21,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector84"," County","locality","approximate","ben lomond, ar 71846, usa",33.8502929,33.8164161,-94.100371,-94.1357709,"BRIT","AGHY",41,NA,20.165563583374,25.2490634918213,45.4146270751953
"1200",-94.1413909,30.4904115,"AM_AGHY_21","TAES263399","AGHY","TAES263399","Larry E. Brown","Brown","Larry","Larry Brown","L Brown","Big Thicket National Preserve, Neches Bottom and Jack Gore Baygall Unit, Hardin County, Texas, United States","United States","Texas","Hardin County","Hardin","Big Thicket National Preserve, Neches Bottom and Jack Gore Baygall Unit","Big Thicket National Preserve, Jack Gore Baygall and Neches Bottom Unit; along pipeline right of way to the south of the intersection with Timber Slough Road east of FM 2937 north of Silsbee",NA,NA,2009,5,6,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector526"," County","establishment","geometric_center","neches bottom and jack gore baygall unit, texas 77656, usa",30.5041246,30.4904115,-94.1413909,-94.1600696,"AM","AGHY",21,NA,23.1386966705322,27.8856430053711,51.024341583252
"1201",-94.1513764,29.8165398,"LL_AGHY_78","LL00312226","AGHY","00312226","Robert L. Crock","Crock","Robert","Robert Crock","R Crock","Jefferson County, Texas, United States","United States","Texas","Jefferson County","Jefferson",NA,"Beaumont.",NA,NA,1941,4,14,"stem",NA,NA,0,0,NA,"JFWhite",1,NA,NA,NA,NA,"Scorer15","Collector694"," County","administrative_area_level_2","approximate","jefferson county, tx, usa",30.189106,29.506328,-93.814351,-94.4451129,"LL","AGHY",78,NA,23.3131294250488,27.7950286865234,51.1081581115723
"1202",-94.1513764,29.8165398,"LL_AGHY_79","LL00322046","AGHY","00322046","Robert L. Crock","Crock","Robert","Robert Crock","R Crock","Jefferson County, Texas, United States","United States","Texas","Jefferson County","Jefferson",NA,"N of Port Arthur.",NA,NA,1941,4,3,"stem",NA,NA,0,0,NA,"JFWhite",1,NA,NA,NA,NA,"Scorer15","Collector694"," County","administrative_area_level_2","approximate","jefferson county, tx, usa",30.189106,29.506328,-93.814351,-94.4451129,"LL","AGHY",79,NA,23.3131294250488,27.7950286865234,51.1081581115723
"1203",-94.1513764,29.8165398,"LL_AGHY_76","LL00322045","AGHY","00322045","C. D. Stutzenbaker","Stutzenbaker","C.","C. Stutzenbaker","C Stutzenbaker","Jefferson County, Texas, United States","United States","Texas","Jefferson County","Jefferson",NA,"Highway 87, 5 miles south of Sabine Pass.",NA,NA,1967,4,6,"stem",NA,NA,0,0,NA,"JFWhite",1,NA,NA,NA,NA,"Scorer15","Collector162"," County","administrative_area_level_2","approximate","jefferson county, tx, usa",30.189106,29.506328,-93.814351,-94.4451129,"LL","AGHY",76,NA,23.3131294250488,27.7950286865234,51.1081581115723
"1204",-94.1513764,29.8165398,"LL_AGHY_77","LL00322044","AGHY","00322044","Robert L. Crock","Crock","Robert","Robert Crock","R Crock","Jefferson County, Texas, United States","United States","Texas","Jefferson County","Jefferson",NA,"Beaumont.",NA,NA,1941,4,7,"seed",3,0,0,0,"10/01/2019","LaniDufresne",1,147.364,NA,NA,NA,"Scorer19","Collector694"," County","administrative_area_level_2","approximate","jefferson county, tx, usa",30.189106,29.506328,-93.814351,-94.4451129,"LL","AGHY",77,NA,23.3131294250488,27.7950286865234,51.1081581115723
"1205",-94.1513764,31.4699363,"LL_AGHY_114","LL00445839","AGHY","00445839","William R. Carr","Carr","William","William Carr","W Carr","San Augustine County, Texas, United States","United States","Texas","San Augustine County","San Augustine",NA,"On Williams property on W side of Co. Rd. 256 at points 0.2-0.4 mi SW of its jct. with St. Rt. 21, ca. 3.0-3.1 airmiles E of St. Rt. 21 bridge over Attoyac River, at N31o30'19.4"", W094o15'11.7"". San Augustine West Quadrangle.",31.50539,-94.25325,2006,4,25,"seed",5,5,1,1,"10/01/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector885"," County","administrative_area_level_2","approximate","san augustine county, tx, usa",31.653596,31.0992799,-93.9832311,-94.39984,"LL","AGHY",114,NA,19.9314079284668,23.9265804290771,43.8579864501953
"1206",-94.1513764,31.8343021,"BRIT_AGHY_204","BRIT408693","AGHY","BRIT408693","Lloyd H. Shinners","Shinners","Lloyd","Lloyd Shinners","L Shinners","Shelby County, Texas, United States","United States","Texas","Shelby County","Shelby",NA,"2 miles south of Tenaha.",NA,NA,1968,5,5,"seed",5,5,1,1,"12/12/2019","LaniDufresne",1,NA,NA,NA,NA,"Scorer19","Collector564"," County","administrative_area_level_2","approximate","shelby county, tx, usa",31.9798559,31.5694191,-93.7944619,-94.511471,"BRIT","AGHY",204,NA,19.2563762664795,22.8506755828857,42.1070518493652
"1207",-94.241057,39.7402801,"MO_AGHY_196","NCHenderson69117","AGHY","CHenderson69117","N. C. Henderson","Henderson","N.","N. Henderson","N Henderson","Cameron, Caldwell County, Missouri, USA","USA","Missouri","Caldwell County","Caldwell","Cameron","Roadside, along U.S. #36, about 4 mi east of Cameron",NA,NA,1969,6,7,"seed",4,0,0,0,"5/25/2023","Chris Oxley",1,NA,NA,NA,NA,"Scorer5","Collector629"," County","locality","approximate","cameron, mo 64429, usa",39.775646,39.7154961,-94.190868,-94.27625,"MO","AGHY",196,NA,18.3296947479248,28.0388565063477,46.3685531616211
"1208",-94.241057,39.7402801,"MO_AGHY_149","NCHenderson69103","AGHY","CHenderson69103","N. C. Henderson","Henderson","N.","N. Henderson","N Henderson","Cameron, Dekalb County, Missouri, USA","USA","Missouri","Dekalb County","Dekalb","Cameron","Moist margin of Pony Express Lake, northwest of Cameron",NA,NA,1969,6,6,"seed",5,3,1,0,"5/23/2023","Chris Oxley",1,NA,NA,NA,NA,"Scorer5","Collector629"," County","locality","approximate","cameron, mo 64429, usa",39.775646,39.7154961,-94.190868,-94.27625,"MO","AGHY",149,NA,18.3296947479248,28.0388565063477,46.3685531616211
"1209",-94.241057,39.7402801,"MO_AGHY_197","NCHenderson69103","AGHY","CHenderson69103","N. C. Henderson","Henderson","N.","N. Henderson","N Henderson","Cameron, DeKalb County, Missouri, USA","USA","Missouri","DeKalb County","DeKalb","Cameron","Moist margin of Pony Express Lake, NW of Cameron",NA,NA,1969,6,6,"seed",5,0,0,0,"5/25/2023","Chris Oxley",1,NA,NA,NA,NA,"Scorer5","Collector629"," County","locality","approximate","cameron, mo 64429, usa",39.775646,39.7154961,-94.190868,-94.27625,"MO","AGHY",197,NA,18.3296947479248,28.0388565063477,46.3685531616211
"1210",-94.241057,39.7402801,"MO_AGHY_151","NCHenderson69117","AGHY","CHenderson69117","N. C. Henderson","Henderson","N.","N. Henderson","N Henderson","Cameron, Caldwell County, Missouri, USA","USA","Missouri","Caldwell County","Caldwell","Cameron","Roadside, along U.S. #36, about 4 miles east of Cameron",NA,NA,1969,6,7,"seed",5,0,0,0,"5/23/2023","Chris Oxley",1,NA,NA,NA,NA,"Scorer5","Collector629"," County","locality","approximate","cameron, mo 64429, usa",39.775646,39.7154961,-94.190868,-94.27625,"MO","AGHY",151,NA,18.3296947479248,28.0388565063477,46.3685531616211
"1211",-94.2743628,33.6780909,"BRIT_AGHY_495","NLU0384753","AGHY","NLU0384753","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Little River County County, Arkansas, United States","United States","Arkansas","Little River County County","Little River County",NA,"Recently graded area beside a creek and Ark. 32; 2.6 miles W of Ark. 41 and Foreman, Ark.",NA,NA,1992,5,22,"seed",5,0,0,0,"12/12/2019","LaniDufresne",1,197.395,NA,NA,NA,"Scorer19","Collector766"," County","administrative_area_level_2","approximate","little river county, ar, usa",33.94529,33.5347431,-93.8248859,-94.4858781,"BRIT","AGHY",495,NA,19.3946228027344,24.5647640228271,43.9593849182129
"1212",-94.2743628,34.0346222,"BRIT_AGHY_490","NLU0384759","AGHY","NLU0384759","R. Dale Thomas","Thomas","R.","R. Thomas","R Thomas","Sevier County, Arkansas, United States","United States","Arkansas","Sevier County","Sevier",NA,"Waste area north of U.S. 70 at the Sevier County Airport six miles east of the Oklahoma State Line west of DeQueen.",NA,NA,1999,5,27,"seed",5,4,1,1,"12/12/2019","LaniDufresne",1,47.059,NA,NA,NA,"Scorer19","Collector766"," County","administrative_area_level_2","approximate","sevier county, ar, usa",34.192552,33.7510579,-93.958402,-94.4773008,"BRIT","AGHY",490,NA,20.0821800231934,25.6868362426758,45.7690162658691
"1213",-94.315422,30.364764,"LL_AGHY_118_a","LL00312218","AGHY","00312218","Cyrus Lundell","Lundell","Cyrus","Cyrus Lundell","C Lundell","Hardin County, Texas, United States","United States","Texas","Hardin County","Hardin",NA,"About 5 miles east of Sour Lake, in low pine land.",NA,NA,1942,4,14,"seed",4,2,1,0,"10/01/2019","LaniDufresne",1,111.05,NA,NA,NA,"Scorer19","Collector144"," County","administrative_area_level_2","approximate","hardin county, tx, usa",30.527125,30.097167,-94.070955,-94.732732,"LL","AGHY",118,"a",23.5815238952637,28.4520034790039,52.0335273742676
"1214",-94.315422,30.364764,"BRIT_AGPE_180","NLU0385066","AGPE","NLU0385066",NA,NA,NA,"NA NA",NA,"Hardin County, Texas, USA","USA","Texas","Hardin County","Hardin",NA,NA,NA,NA,1977,NA,NA,"seed",5,5,1,1,"10/29/2020","LaniDufresne",1,NA,NA,NA,NA,"Scorer19",NA," County","administrative_area_level_2","approximate","hardin county, tx, usa",30.527125,30.097167,-94.070955,-94.732732,"BRIT","AGPE",180,NA,23.5815238952637,28.4520034790039,52.0335273742676
"1215",-94.315422,32.5539228,"BRIT_ELVI_304","BRIT262782","ELVI","BRIT262782","R. Kral","Kral","R.","R. Kral","R Kral","Harrison County, Texas, United States","United States","Texas","Harrison County","Harrison",NA,"jct. Piney Cemetery Rd and FM 2208, E of Jefferson",NA,NA,2000,7,1,"seed",3,3,1,1,"10/20/2020","EllaSegal",1,355.36,13.6753333333333,15.4403333333333,3,"Scorer10","Collector720"," County","administrative_area_level_2","approximate","harrison county, tx, usa",32.793088,32.3265829,-94.0428171,-94.702201,"BRIT","ELVI",304,NA,17.39328956604,20.4135570526123,37.8068466186523
